quoted_date,project,estimate_stage,estimate_substage,estimate_component,resource,short_code,description,quantity,units,supplier,unit_cost,cost,markup,cost_with_markup,profit
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Pemits/Warranty,w,Building Permit (Incl. VBA levy),0,Item,,"$8,000.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Pemits/Warranty,w,Warranty Insurance ,1,Item,,"$2,998.38 ","$2,998.38 ",16.00%,"$3,478.12 ",$479.74 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Pemits/Warranty,w,Broker fee ,1,Item,,$150.00 ,$150.00 ,16.00%,$174.00 ,$24.00 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Design,d,Soil test ,0,Item,,$300.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Pemits/Warranty,w,Cross over Permit ,0,Item,,$500.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Pemits/Warranty,w,Asset protection/Bond ,0,Item,,"$2,500.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Design,d,Architect Fees,0,Item,,$600.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Overhead Costs,o,Ryan Developments overheads,1,Item,,"$15,000.00 ","$15,000.00 ",16.00%,"$17,400.00 ","$2,400.00 "
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Design,d,Engineering Fees,0,Item,,"$3,000.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Pemits/Warranty,w,"Yarra Valley Water Pic, Sewer, Water ",0,Item,,$600.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Msc. Materials,g,Hoarding Site Temp Fencing ,0,Item,,"$3,000.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Hire Equipment,h,Temp power Pole,0,Item,,"$1,500.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Hire Equipment,h,Site Toilet ,0,Item,,"$1,000.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Hire Equipment,h,Scaffold,1,Item,Big Dog,"$20,000.00 ","$20,000.00 ",16.00%,"$23,200.00 ","$3,200.00 "
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Design,d,DML Land Survey,0,Item,,$800.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Demo/Disposal,x,Hard Rubbish,0,item,,"$8,000.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Overhead Costs,o,Project Marketing,0,Item,,"$3,000.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,preliminaries,,,Project Management,pm,Curtain & Blind Allowance,1,item,,"$20,000.00 ","$20,000.00 ",16.00%,"$23,200.00 ","$3,200.00 "
18/3/2024,9A QUINNS RD WELLSFORD,base,site_preparation,,Sub-contract,s,Excavation (Client to arrange),0,item,Accurate Earthworks,"$20,000.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,site_preparation,,Demo/Disposal,x,Demolition,0,item,Melways Demo,"$5,000.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,site_preparation,,Demo/Disposal,x,Tipping fees,1,item,,"$12,000.00 ","$12,000.00 ",16.00%,"$13,920.00 ","$1,920.00 "
18/3/2024,9A QUINNS RD WELLSFORD,base,site_preparation,,Sub-contract,s,Tree Removal ,0,item,,"$5,000.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,retaining_wall,Foundation Materials,r,Retaining Wall H Channel Beam,0,item,Sleepers Direct,$105.30 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,retaining_wall,Foundation Materials,r,Retaining Wall Sleeprs,0,item,Sleepers Direct,$44.50 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,retaining_wall,Labour,l,Labour,0,Days,Ryan Developments,"$1,200.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,retaining_wall,Foundation Materials,r,Retaining Wall Concrete,0,cu.m,Sleepers Direct,$250.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,sub_floor_frame,Foundation Materials,r,Bearers,0,Lengths,,$78.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,sub_floor_frame,Foundation Materials,r,Joists,0,Lengths,,$50.58 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,sub_floor_frame,Foundation Materials,r,Stumps,,Each,,$14.56 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,sub_floor_frame,Foundation Materials,r,Chipboard,0,Each,,$48.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,sub_floor_frame,Foundation Materials,r,Stump Concrete,0,cu.m,VIC,$250.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,sub_floor_frame,Labour,l,Labour,0,Days,Ryan Developments,"$1,200.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,pad_footings,Quarry Product,q,Pad Concrete,0,cu.m,,$250.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,pad_footings,Labour,l,Labour,0,Days,Ryan Developments,"$1,200.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,conventional_slab,Quarry Product,q,Slab Concrete,0,cu.m,,$250.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,conventional_slab,Quarry Product,q,Slab Sand,4,cu.m,,$90.00 ,$316.49 ,16.00%,$367.12 ,$50.64 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,conventional_slab,Foundation Materials,r,SL92 Mesh,0,Sheets,,$182.10 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,conventional_slab,Foundation Materials,r,3-11L TM,0,Lengths,,$96.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,conventional_slab,Labour,l,Labour,0,Days,Ryan Developments,"$1,200.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Quarry Product,q,Slab Concrete 10% Waste,148,cu.m,,$250.00 ,"$37,038.60 ",16.00%,"$42,964.77 ","$5,926.18 "
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,SL102 Mesh Ausreo Statement,20,Sheets,,$114.00 ,"$2,280.00 ",16.00%,"$2,644.80 ",$364.80 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,SL92 Mesh,26,Lengths,,$114.00 ,"$2,964.00 ",16.00%,"$3,438.24 ",$474.24 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,N12,147,Lengths,,$10.30 ,"$1,514.10 ",16.00%,"$1,756.36 ",$242.26 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,3-L12TM,54,Lengths,,$42.00 ,"$2,268.00 ",16.00%,"$2,630.88 ",$362.88 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,4-L12TM x6m,5,Lengths,,$54.00 ,$270.00 ,16.00%,$313.20 ,$43.20 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,5-L12TM x6m,1,Lengths,,$66.00 ,$66.00 ,16.00%,$76.56 ,$10.56 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,Cracker Bar 2m,69,Lengths,,$20.00 ,"$1,380.00 ",16.00%,"$1,600.80 ",$220.80 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,N12 - 300 Z Bars,58,Lengths,,$10.00 ,$580.00 ,16.00%,$672.80 ,$92.80 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,N16 - 450 Z Bars,58,Sheets,,$10.00 ,$580.00 ,16.00%,$672.80 ,$92.80 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,Vapour Barrier,5,Rolls,,$202.40 ,"$1,012.00 ",16.00%,"$1,173.92 ",$161.92 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,Duct Tape,10,Rolls,,$8.60 ,$86.00 ,16.00%,$99.76 ,$13.76 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Labour,l,Labour (Waiting on Price),10,Days,,"$2,400.00 ","$24,000.00 ",16.00%,"$27,840.00 ","$3,840.00 "
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,Waffle Pod,283,Boxes,Tubeworks,$26.75 ,"$7,570.60 ",16.00%,"$8,781.90 ","$1,211.30 "
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,4 Way Spacer,22,Boxes,Tubeworks,$64.55 ,"$1,400.59 ",16.00%,"$1,624.68 ",$224.09 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,2 Way Spacer,6,Boxes,Tubeworks,$73.00 ,$422.38 ,16.00%,$489.96 ,$67.58 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,Trench Mesh 40mm Bar Chair,3,Boxes,Tubeworks,$75.33 ,$225.99 ,16.00%,$262.15 ,$36.16 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,40mm Plastic Bar Chairs,3,Boxes,Tubeworks,$73.33 ,$219.99 ,16.00%,$255.19 ,$35.20 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,Tiewire,5,Boxes,Tubeworks,$100.00 ,$500.00 ,16.00%,$580.00 ,$80.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Sub-contract,s,Concrete Pump,2,Day,Tubeworks,"$2,500.00 ","$5,000.00 ",16.00%,"$5,800.00 ",$800.00 
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Sub-contract,s,Micro Cement,1,item,Tuddys Mate,"$66,682.00 ","$66,682.00 ",16.00%,"$77,351.12 ","$10,669.12 "
18/3/2024,9A QUINNS RD WELLSFORD,base,foundation,waffle_slab,Foundation Materials,r,Termite Protection,1,item,,"$1,500.00 ","$1,500.00 ",16.00%,"$1,740.00 ",$240.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Frame Materials,t,Timber Frame Materials,1,item,,"$50,000.00 ","$50,000.00 ",16.00%,"$58,000.00 ","$8,000.00 "
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Frame Materials,t,Roof trusses ,0,item,Truss Joint,"$23,859.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Frame Materials,t,Roof trusses ,1,item,Dahlsens,"$32,207.38 ","$32,207.38 ",16.00%,"$37,360.56 ","$5,153.18 "
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Frame Materials,t,Wall Frame (Prefab),1,item,Dahlsens,"$33,712.73 ","$33,712.73 ",16.00%,"$39,106.77 ","$5,394.04 "
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Sub-contract,s,Internal Stairwell,0,item,Rob,"$7,500.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Sub-contract,s,External stairs,0,item,Ryan Developments,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Frame Materials,t,"Timber or Glass Balustrade, Wire",0,item,Rob,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Frame Materials,t,Steel Structural,1,item,Carlos,"$39,600.00 ","$39,600.00 ",16.00%,"$45,936.00 ","$6,336.00 "
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Frame Materials,t,Timber Sundries,1,item,Rex Paine,"$5,000.00 ","$5,000.00 ",16.00%,"$5,800.00 ",$800.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Frame Materials,t,"Fix, other incidential",1,item,Rex Paine,"$10,000.00 ","$10,000.00 ",16.00%,"$11,600.00 ","$1,600.00 "
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Labour,l,Carpenter Labour Frame (Tony source local framer),1,Days,MXT,"$32,320.00 ","$32,320.00 ",16.00%,"$37,491.20 ","$5,171.20 "
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Labour,l,Carpenter Labour Lockup External,1,Days,O'Build Construction,"$15,000.00 ","$15,000.00 ",16.00%,"$17,400.00 ","$2,400.00 "
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Labour,l,Carpenter Labour Lockup Internal,1,Days,Ryan Developments,"$10,000.00 ","$10,000.00 ",16.00%,"$11,600.00 ","$1,600.00 "
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Frame Materials,t,Carpenter Labour Fix Stage,1,item,Ryan Developments,"$8,000.00 ","$8,000.00 ",16.00%,"$9,280.00 ","$1,280.00 "
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Frame Materials,t,Carpenter Labour Completion,1,item,Ryan Developments,"$4,000.00 ","$4,000.00 ",16.00%,"$4,640.00 ",$640.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Frame Materials,t,Site Labour and site clean,1,item,,"$4,000.00 ","$4,000.00 ",16.00%,"$4,640.00 ",$640.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,frame,Sub-contract,s,Crane,2,item,Bluedog,"$3,000.00 ","$6,000.00 ",16.00%,"$6,960.00 ",$960.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,roofing,Sub-contract,s,Roof Install,1,item,DGH,"$59,750.00 ","$59,750.00 ",16.00%,"$69,310.00 ","$9,560.00 "
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,roofing,Sub-contract,s,Fascia Gutter,0,item,,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,roofing,Sub-contract,s,Roof Plumbing,0,item,,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,bricks,Cladding Materials,y,Bricks Supply $1per brick,0,item,,$1.80 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,bricks,Quarry Product,q,"Sand, Cement & Sundries",0,item,,"$1,500.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,bricks,Sub-contract,s,Brick Labour $1.5 per Brick,0,item,,$1.80 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,bricks,Cladding Materials,y,Blocks,0,item,,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,bricks,Sub-contract,s,Block labour $5 per block ,0,item,,$5.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,bricks,Sub-contract,s,Rock Cladding Brick Piers,0,item,,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,hebel,Cladding Materials,y,Hebel Sheets (3.3m x .6 x .075),292,item,Tubeworks,$91.45 ,"$26,677.79 ",16.00%,"$30,946.24 ","$4,268.45 "
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,hebel,Cladding Materials,y,Top Hats/Battens (.035 x 4.8m),120,item,Tubeworks,$22.83 ,"$2,739.60 ",16.00%,"$3,177.94 ",$438.34 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,hebel,Cladding Materials,y,Batten Screws,10,item,Tubeworks,$108.38 ,"$1,083.80 ",16.00%,"$1,257.21 ",$173.41 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,hebel,Cladding Materials,y,Glue,5,item,Tubeworks,$30.76 ,$153.80 ,16.00%,$178.41 ,$24.61 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,hebel,Sub-contract,s,Hebel External Labour Install,403,item,,$30.00 ,"$12,090.00 ",16.00%,"$14,024.40 ","$1,934.40 "
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,hebel,Sub-contract,s,Hebel Flooring Labour ,0,item,,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,hebel,Cladding Materials,y,Hebel Sheet flooring Tube works ,0,item,,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,hebel,Sub-contract,s,Rendering,403,m2,,$75.00 ,"$30,225.00 ",16.00%,"$35,061.00 ","$4,836.00 "
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,hebel,Sundries,v,Sundries,1,item,,$500.00 ,$500.00 ,16.00%,$580.00 ,$80.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,external_cladding,Cladding Materials,y,Alucobond Sheets (Replace w/ Matrix clad),18,sheets,Matrix Cladding,$164.77 ,"$2,924.42 ",16.00%,"$3,392.32 ",$467.91 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,external_cladding,Sub-contract,s,External Labour Install,0,item,,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,external_cladding,Sundries,v,Sundries,1,item,,"$1,000.00 ","$1,000.00 ",16.00%,"$1,160.00 ",$160.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,external_cladding,Cladding Materials,y,Sheet Metal Cladding (Replace w/ Matrix clad),12,sheets,,$200.09 ,"$2,391.69 ",16.00%,"$2,774.36 ",$382.67 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,external_cladding,Sub-contract,s,External Labour Install,0,item,,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,external_cladding,Sundries,v,Sundries,0,item,,"$1,000.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,external_cladding,Cladding Materials,y,NRG Greenboard,0,item,Tubeworks,$105.80 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,external_cladding,Sub-contract,s,External Labour Install,0,item,,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,external_cladding,Sundries,v,Sundries,0,item,,"$1,000.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,external_cladding,Cladding Materials,y,Stone Cladding,0,m2,,$500.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,external_cladding,Sub-contract,s,External Labour Install,0,m2,,$500.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,external_cladding,Sundries,v,Sundries,0,item,,"$1,000.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,fireproofing,Cladding Materials,y,Shaft Liner (Blue Board),0,Sheet,M10 DV,$45.29 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,fireproofing,Cladding Materials,y,Fire Check Plater (Pink Board),0,Sheet,M10 DV,$71.32 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,fireproofing,Cladding Materials,y,H Channel,0,item,M10 DV,$42.80 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,fireproofing,Cladding Materials,y,C Channel,0,item,M10 DV,$25.84 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,fireproofing,Sub-contract,s,External Labour Install,0,m2,Ryan Developments,$20.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,fireproofing,Sundries,v,Sundries,0,item,,$500.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,fireproofing,Cladding Materials,y,Hebel Sheets,0,item,Tubeworks,$92.07 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,fireproofing,Cladding Materials,y,Top Hats/Battens,0,item,Tubeworks,$13.73 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,fireproofing,Cladding Materials,y,Batten Screws,0,item,Tubeworks,$80.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,fireproofing,Cladding Materials,y,Glue,0,item,Tubeworks,$30.76 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,fireproofing,Sub-contract,s,External Labour Install,0,m2,,$30.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,frame,frame,fireproofing,Sundries,v,Sundries,0,item,,$500.00 ,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Doors,1,item,M10 DV,"$3,400.00 ","$3,400.00 ",16.00%,"$3,944.00 ",$544.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Windows,1,item,Empire Windows,"$58,968.00 ","$58,968.00 ",16.00%,"$68,402.88 ","$9,434.88 "
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Window Door Furniture Install,1,item,Empire Windows,"$2,000.00 ","$2,000.00 ",16.00%,"$2,320.00 ",$320.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Window Door Furniture,1,item,Empire Windows,"$3,000.00 ","$3,000.00 ",16.00%,"$3,480.00 ",$480.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Windows Install,1,item,Empire Windows,"$13,850.00 ","$13,850.00 ",16.00%,"$16,066.00 ","$2,216.00 "
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,doors_windows_skylights,Hire Equipment,h,Crane,0,item,,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Fix Materials,0,item,,"$7,000.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,electrical,Sub-contract,s,Electrician,0,item,Border Energy Solutions,"$19,748.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,electrical,Sub-contract,s,Electrician,1,item,LBD Electrical,"$31,071.25 ","$31,071.25 ",16.00%,"$36,042.65 ","$4,971.40 "
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,electrical,Sub-contract,s,Lighting,0,item,,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,electrical,Sub-contract,s,Mains Power Upgarde ,0,item,,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,plumbing,Sub-contract,s,Plumber,0,item,MGH Plumbing,"$41,639.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,plumbing,Sub-contract,s,Plumber,1,item,Caldwell Plumbing,"$60,000.00 ","$60,000.00 ",16.00%,"$69,600.00 ","$9,600.00 "
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,plumbing,Sub-contract,s,Septic Allowance,0,item,Moore Star Plumbing,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,plumbing,Sub-contract,s,Retention System,1,item,Moore Star Plumbing,$ -,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,heating,Sub-contract,s,Heating,0,item,NHC,"$19,910.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,heating,Sub-contract,s,Heating 15.08.24,1,item,NHC,"$32,055.00 ","$32,055.00 ",16.00%,"$37,183.80 ","$5,128.80 "
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,heating,Sub-contract,s,Cooling,0,item,,,$0.00 ,16.00%,$0.00 ,$0.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,heating,Sub-contract,s,Fire Place,1,item,NHC,"$8,030.00 ","$8,030.00 ",16.00%,"$9,314.80 ","$1,284.80 "
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,heating,Sub-contract,s,Hot Water System (Electric),1,item,NHC,"$5,000.00 ","$5,000.00 ",16.00%,"$5,800.00 ",$800.00 
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,heating,Sub-contract,s,Insulation ,1,item,Consolidated Energy,"$13,318.64 ","$13,318.64 ",16.00%,"$15,449.62 ","$2,130.98 "
18/3/2024,9A QUINNS RD WELLSFORD,lockup,lockup,heating,Sub-contract,s,Hydronic heating ,0,item,,"$39,985.00 ",$0.00 ,16.00%,$0.00 ,$0.00 
