quoted_date,project,estimate_stage,estimate_substage,estimate_component,resource,short_code,description,quantity,units,supplier,unit_cost,cost,markup,cost_with_markup,profit
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,frame,Labour,l,Carpenter Labour Fix Stage,1,item,MXT,"$9,240.00 ","$9,240.00 ",4.53%,"$9,658.43 ",$418.43 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,frame,Labour,l,Carpenter Labour Completion,1,item,Ryan Developments,"$7,500.00 ","$7,500.00 ",4.53%,"$7,839.64 ",$339.64 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,frame,Labour,l,Site Labour and site clean,1,item,,"$4,000.00 ","$4,000.00 ",4.53%,"$4,181.14 ",$181.14 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,frame,Sub-contract,s,Crane,2,item,Rob,"$2,500.00 ","$5,000.00 ",4.53%,"$5,226.42 ",$226.42 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Cladding Materials,y,Jamie Hardie Cement Board,120,m2,M10 DV,$143.00 ,"$17,160.00 ",4.53%,"$17,937.09 ",$777.09 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Labour,l,External Labour Install,120,m2,JHMT,$65.00 ,"$7,800.00 ",4.53%,"$8,153.22 ",$353.22 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Sundries,v,Sundries,1,item,,"$1,000.00 ","$1,000.00 ",4.53%,"$1,045.28 ",$45.28 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Cladding Materials,y,Omnia Cladding Battens 50x50 @ 20mm Spacing at 3m length,43,item,Omni Cladd,$154.00 ,"$6,622.00 ",0.00%,"$6,622.00 ",$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Sub-contract,s,External Labour Install,5,Days,,"$1,200.00 ","$6,000.00 ",0.00%,"$6,000.00 ",$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Sundries,v,Sundries,1,item,,"$1,000.00 ","$1,000.00 ",0.00%,"$1,000.00 ",$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Sub-contract,s,3mm Aluminum Panel Cladding,20,m2,Cladcraft,$900.00 ,"$18,000.00 ",4.53%,"$18,815.12 ",$815.12 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Sub-contract,s,External Labour Install,0,m2,JHMT,$75.00 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Sundries,v,Sundries,1,item,,"$1,000.00 ","$1,000.00 ",4.53%,"$1,045.28 ",$45.28 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Sub-contract,s,Rendering,74,m2,,$75.00 ,"$5,512.50 ",4.53%,"$5,762.13 ",$249.63 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Sub-contract,s,Roof Install,1,item,DGH,"$48,222.90 ","$48,222.90 ",4.53%,"$50,406.66 ","$2,183.76 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Sub-contract,s,Fascia Gutter,0,item,,,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Sub-contract,s,Roof Plumbing,0,item,,,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Cladding Materials,y,Bricks Supply $1per brick,10763,item,,$1.80 ,"$19,373.52 ",4.53%,"$20,250.85 ",$877.32 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Quarry Product,q,"Sand, Cement & Sundries",1,item,,"$1,500.00 ","$1,500.00 ",4.53%,"$1,567.93 ",$67.93 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Sub-contract,s,Brick Labour $1.5 per Brick,9785,item,,$1.80 ,"$17,612.29 ",4.53%,"$18,409.86 ",$797.57 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Cladding Materials,y,Blockwork Brick,0,item,,,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Sub-contract,s,Block labour $5 per block ,0,item,,$5.00 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,external_cladding,Sub-contract,s,Rock Cladding Brick Piers,0,item,,,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,hebel,Cladding Materials,y,Hebel Sheets,0,item,Tubeworks,$92.07 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,hebel,Cladding Materials,y,Top Hats/Battens,0,item,Tubeworks,$13.73 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,hebel,Cladding Materials,y,Batten Screws,0,item,Tubeworks,$80.00 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,hebel,Cladding Materials,y,Glue,0,item,Tubeworks,$30.76 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,hebel,Sub-contract,s,Hebel External Labour Install,0,item,,,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,hebel,Labour,l,Hebel Flooring Labour ,7,Days,Ryan Developments,"$1,200.00 ","$8,400.00 ",4.53%,"$8,780.39 ",$380.39 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,hebel,Cladding Materials,y,Hebel Sheet flooring Tube works ,206,item,,$65.00 ,"$13,390.00 ",4.53%,"$13,996.36 ",$606.36 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,hebel,Sub-contract,s,Rendering,0,m2,,$70.00 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,hebel,Sundries,v,Sundries,1,item,,$500.00 ,$500.00 ,4.53%,$522.64 ,$22.64 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,hebel,Sundries,v,Delivery,2,item,,$540.00 ,"$1,080.00 ",4.53%,"$1,128.91 ",$48.91 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,fireproofing,Cladding Materials,y,Shaft Liner (Blue Board),0,Sheet,M10 DV,$45.29 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,fireproofing,Cladding Materials,y,Fire Check Plater (Pink Board),0,Sheet,M10 DV,$71.32 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,fireproofing,Cladding Materials,y,H Channel,0,item,M10 DV,$42.80 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,fireproofing,Cladding Materials,y,C Channel,0,item,M10 DV,$25.84 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,fireproofing,Sub-contract,s,External Labour Install,0,m2,Ryan Developments,$20.00 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,fireproofing,Sundries,v,Sundries,0,item,,$500.00 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,fireproofing,Cladding Materials,y,Hebel Sheets,0,item,Tubeworks,$92.07 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,fireproofing,Cladding Materials,y,Top Hats/Battens,0,item,Tubeworks,$13.73 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,fireproofing,Cladding Materials,y,Batten Screws,0,item,Tubeworks,$80.00 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,fireproofing,Cladding Materials,y,Glue,0,item,Tubeworks,$30.76 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,fireproofing,Sub-contract,s,External Labour Install,0,m2,,$30.00 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,frame,frame,fireproofing,Sundries,v,Sundries,0,item,,$500.00 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Doors,0,item,,,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Windows,0,item,Stegbar,"$62,469.00 ",$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Windows,1,item,Rylock Windows,"$68,689.00 ","$68,689.00 ",4.53%,"$71,799.56 ","$3,110.56 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Window Flashing,0,item,,,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Flyscreens,1,item,Rylock Windows,"$3,361.00 ","$3,361.00 ",4.53%,"$3,513.20 ",$152.20 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Skylights,3,item,Reece,"$3,000.00 ","$9,000.00 ",4.53%,"$9,407.56 ",$407.56 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,doors_windows_skylights,Hire Equipment,h,Electric Sky Window,2,item,Reece,"$2,500.00 ","$5,000.00 ",4.53%,"$5,226.42 ",$226.42 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,electrical,Sub-contract,s,Electrician,0,item,FM Electrix ,,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,electrical,Sub-contract,s,Electrician,1,item,Cavolt,"$37,695.90 ","$37,695.90 ",4.53%,"$39,402.95 ","$1,707.05 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,electrical,Sub-contract,s,Lighting,0,item,,,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,electrical,Sub-contract,s,Fans,8,item,Eco Fans,$429.00 ,"$3,432.00 ",4.53%,"$3,587.42 ",$155.42 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,plumbing,Sub-contract,s,Plumber,0,item,Moore Star Plumbing,"$51,150.00 ",$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,plumbing,Sub-contract,s,Plumber,1,item,Waterspark,"$43,032.76 ","$43,032.76 ",4.53%,"$44,981.49 ","$1,948.73 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,plumbing,Sub-contract,s,Retention System,1,item,Moore Star Plumbing,$ -,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,heating,Sub-contract,s,Heating,1,item,Natgas,"$40,545.00 ","$40,545.00 ",4.53%,"$42,381.07 ","$1,836.07 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,heating,Sub-contract,s,Cooling,0,item,,,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,heating,Sub-contract,s,Fire Place,1,item,Natgas,"$12,900.00 ","$12,900.00 ",4.53%,"$13,484.17 ",$584.17 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,heating,Sub-contract,s,Hot Water System (Gas),1,item,RPD,"$5,000.00 ","$5,000.00 ",4.53%,"$5,226.42 ",$226.42 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,heating,Sub-contract,s,Insulation ,1,item,Superior Insulation,"$14,500.00 ","$14,500.00 ",4.53%,"$15,156.63 ",$656.63 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,heating,Sub-contract,s,Sound Battens,0,item,,"$2,000.00 ",$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,lockup,lockup,heating,Sub-contract,s,Wall Wrap ,1,item,Ryan Developments,"$3,000.00 ","$3,000.00 ",4.53%,"$3,135.85 ",$135.85 
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,painting,Sub-contract,s,Painter,1,item,Christou Industries,"$31,121.00 ","$31,121.00 ",4.53%,"$32,530.31 ","$1,409.31 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,painting,Sub-contract,s,Painter,1,item,Christou Industries,"$1,500.00 ","$1,500.00 ",4.53%,"$1,567.93 ",$67.93 
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,plaster,Sub-contract,s,Plasterer,1,item,Christou Industries,"$1,500.00 ","$1,500.00 ",4.53%,"$1,567.93 ",$67.93 
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,plaster,Sub-contract,s,Plasterer,1,item,Christou Industries,"$69,446.36 ","$69,446.36 ",4.53%,"$72,591.22 ","$3,144.86 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,tiling,Sub-contract,s,Standard Tile Labour,210,m2,,$65.00 ,"$13,664.17 ",4.53%,"$14,282.95 ",$618.78 
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,tiling,Fixing Materials,m,Standard Tile 600 x 600,252,m2,,$120.00 ,"$30,271.39 ",4.53%,"$31,642.22 ","$1,370.83 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,tiling,Sub-contract,s,Outdoor Tile Labour,190,m2,,$70.00 ,"$13,300.00 ",4.53%,"$13,902.29 ",$602.29 
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,tiling,Fixing Materials,m,Outdoor Tile 600 x 600,190,m2,,$70.00 ,"$13,300.00 ",4.53%,"$13,902.29 ",$602.29 
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,tiling,Sub-contract,s,Feature Tile Labour,19,m2,,$100.00 ,"$1,863.90 ",4.53%,"$1,948.31 ",$84.41 
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,tiling,Fixing Materials,m,Feature Tile,22,m2,,$100.00 ,"$2,236.68 ",4.53%,"$2,337.97 ",$101.29 
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,tiling,Fixing Materials,m,"Tiler screed,mitre cutes, shower base tiled ect.",4,item,,$500.00 ,"$2,000.00 ",4.53%,"$2,090.57 ",$90.57 
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,waterproofing,Sub-contract,s,Waterproofing,4,item,,"$2,000.00 ","$8,000.00 ",4.53%,"$8,362.28 ",$362.28 
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,waterproofing,Sub-contract,s,Caulking,4,item,,$500.00 ,"$2,000.00 ",4.53%,"$2,090.57 ",$90.57 
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,joinery,Joinery,j,Cabinets,1,item,I L Bulding Service,"$86,207.83 ","$86,207.83 ",4.53%,"$90,111.73 ","$3,903.90 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,joinery,Joinery,j,Wardrobes and store rooms ,1,item,I L Bulding Service,"$53,178.44 ","$53,178.44 ",4.53%,"$55,586.61 ","$2,408.17 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,fix,fix,joinery,Joinery,j,Stone ,1,item,I L Building Service,"$23,200.00 ","$23,200.00 ",4.53%,"$24,250.61 ","$1,050.61 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Sub-contract,s,Timber Floor Coverings,184,m2,Flooring Xtra,$175.00 ,"$32,200.00 ",4.53%,"$33,658.17 ","$1,458.17 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Completion Materials,k,Floor Prep,1,item,Flooring Xtra,"$5,360.00 ","$5,360.00 ",4.53%,"$5,602.73 ",$242.73 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Sub-contract,s,Labour to lay,0,item,,,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Sub-contract,s,Polish floorboards ,0,m2,,$40.00 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Sub-contract,s,Polish Staircase,0,item,,$500.00 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Finishes,c,Carpet (Provisional Allowance),102,m2,Flooring Xtra,$120.00 ,"$12,240.00 ",4.53%,"$12,794.28 ",$554.28 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Sub-contract,s,Decking (Flooded Gum 130 x 22),0,m2,,$350.00 ,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Sub-contract,s,Paving (Exposed Agg.),102,m2,,$250.00 ,"$25,500.00 ",0.00%,"$25,500.00 ",$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Sub-contract,s,Paving (Coloured Concrete),47,m2,,$200.00 ,"$9,348.00 ",0.00%,"$9,348.00 ",$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Sub-contract,s,Paving (Plain Concrete),190,m2,,$150.00 ,"$28,500.00 ",0.00%,"$28,500.00 ",$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Finishes,c,Fixtures & Fittings,1,item,Motif,"$25,000.00 ","$25,000.00 ",4.53%,"$26,132.12 ","$1,132.12 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Finishes,c,Appliances,1,item,Motif,"$25,000.00 ","$25,000.00 ",4.53%,"$26,132.12 ","$1,132.12 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Finishes,c,Glazing,0,item,,,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Finishes,c,Shower Screens ,4,item,Ryan Developments,"$1,500.00 ","$6,000.00 ",4.53%,"$6,271.71 ",$271.71 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Finishes,c,Mirrors,4,item,,"$1,000.00 ","$4,000.00 ",4.53%,"$4,181.14 ",$181.14 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Finishes,c,Entry Door,1,item,,"$3,500.00 ","$3,500.00 ",4.53%,"$3,658.50 ",$158.50 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Finishes,c,Glass Balustrade,20,l.m,Blue Croc,$550.00 ,"$11,000.00 ",4.53%,"$11,498.13 ",$498.13 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,flooring,Finishes,c,External Retaining Wall,1,item,,"$66,000.00 ","$66,000.00 ",4.53%,"$68,988.79 ","$2,988.79 "
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,cleanup,Sub-contract,s,Builders Clean ,1,item,,"$3,000.00 ","$3,000.00 ",4.53%,"$3,135.85 ",$135.85 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,cleanup,Sub-contract,s,Final clean ,1,item,,"$2,000.00 ","$2,000.00 ",4.53%,"$2,090.57 ",$90.57 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,cleanup,Msc. Materials,g,Miscallaneous,1,item,,$500.00 ,$500.00 ,4.53%,$522.64 ,$22.64 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,misc,Completion Materials,k,Garage Roller Door,1,item,PDS,"$16,000.00 ","$16,000.00 ",4.53%,"$16,724.56 ",$724.56 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,misc,Completion Materials,k,Watertanks & Pumps,1,item,Water Spark,"$1,716.00 ","$1,716.00 ",4.53%,"$1,793.71 ",$77.71 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,misc,Completion Materials,k,Solar,0,item,Linked Solar,"$14,980.00 ",$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,misc,Completion Materials,k,Pool Fencing,0,item,Exakt Glass,"$10,590.00 ",$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,misc,Completion Materials,k,Security,1,item,,"$5,000.00 ","$5,000.00 ",4.53%,"$5,226.42 ",$226.42 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,misc,Completion Materials,k,Electric Blind Allowance,0,Item,,"$80,000.00 ",$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,misc,Completion Materials,k,Fencing,1,item,,"$17,000.00 ","$17,000.00 ",4.53%,"$17,769.84 ",$769.84 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,misc,Completion Materials,k,Shroud,1,item,,"$10,000.00 ","$10,000.00 ",4.53%,"$10,452.85 ",$452.85 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,misc,Completion Materials,k,Pool Shed,1,Item,,"$1,000.00 ","$1,000.00 ",0.00%,"$1,000.00 ",$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,misc,Completion Materials,k,Discount,1,item,,"($15,000.00)","($15,000.00)",0.00%,"($15,000.00)",$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,misc,Variations,var,,1,item,,$ -,$0.00 ,4.53%,$0.00 ,$0.00 
7/4/2024,28 MORTIMER ST HEIDLEBERG,completion,completion,misc,Variations,var,,1,item,,$ -,$0.00 ,4.53%,$0.00 ,$0.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Pemits/Warranty,w,Building Permit (By Client),0,Item,,"$6,000.00 ",$0.00 ,25.00%,$0.00 ,$0.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Pemits/Warranty,w,Warranty Insurance ,1,Item,,"$5,000.00 ","$5,000.00 ",0.00%,"$5,000.00 ",$0.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Pemits/Warranty,w,Broker fee ,1,Item,,$150.00 ,$220.00 ,25.00%,$275.00 ,$55.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Design,d,Soil test ,0,Item,,$300.00 ,$0.00 ,25.00%,$0.00 ,$0.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Pemits/Warranty,w,Cross over Permit ,0,Item,,$500.00 ,$0.00 ,25.00%,$0.00 ,$0.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Pemits/Warranty,w,Asset protection/Bond ,0,Item,,"$2,500.00 ",$0.00 ,25.00%,$0.00 ,$0.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Design,d,Architect Fees,0,Item,,$600.00 ,$0.00 ,25.00%,$0.00 ,$0.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Overhead Costs,o,Ryan Developments overheads,1,Item,,"$15,000.00 ","$15,000.00 ",0.00%,"$15,000.00 ",$0.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Design,d,Engineering Fees,0,Item,,"$3,000.00 ",$0.00 ,25.00%,$0.00 ,$0.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Pemits/Warranty,w,"Yarra Valley Water Pic, Sewer, Water ",1,Item,,$600.00 ,$660.00 ,25.00%,$825.00 ,$165.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Msc. Materials,g,Hoarding Site Temp Fencing ,1,Item,,"$1,500.00 ","$1,500.00 ",25.00%,"$1,875.00 ",$375.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Hire Equipment,h,Temp power Pole,0,Item,,"$1,500.00 ",$0.00 ,25.00%,$0.00 ,$0.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Hire Equipment,h,Site Toilet ,1,Item,,"$1,000.00 ","$1,000.00 ",25.00%,"$1,250.00 ",$250.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Hire Equipment,h,Scaffold,1,Item,Big Dog,"$8,000.00 ","$8,000.00 ",25.00%,"$10,000.00 ","$2,000.00 "
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Design,d,DML Land Survey,1,Item,,$800.00 ,$800.00 ,25.00%,"$1,000.00 ",$200.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Demo/Disposal,x,Hard Rubbish,0,item,,"$8,000.00 ",$0.00 ,25.00%,$0.00 ,$0.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,,,Overhead Costs,o,Project Marketing,1,Item,,"$3,000.00 ","$3,000.00 ",0.00%,"$3,000.00 ",$0.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,site_management,,Project Management,pm,Project Manager,2,wks,Ryan Developments,"$1,000.00 ","$2,000.00 ",25.00%,"$2,500.00 ",$500.00 
8/8/2024,68 LUCK ST ELTHAM,preliminaries,site_management,,Project Management,pm,Supervisor,2,wks,Ryan Developments,"$3,420.00 ","$6,840.00 ",25.00%,"$8,550.00 ","$1,710.00 "
8/8/2024,68 LUCK ST ELTHAM,base,site_preparation,,Sub-contract,s,Excavation,1,item,Accurate Earthworks,"$15,000.00 ","$15,000.00 ",25.00%,"$18,750.00 ","$3,750.00 "
8/8/2024,68 LUCK ST ELTHAM,base,site_preparation,,Demo/Disposal,x,Demolition,1,item,Melways Demo,"$5,000.00 ","$5,000.00 ",25.00%,"$6,250.00 ","$1,250.00 "
8/8/2024,68 LUCK ST ELTHAM,base,site_preparation,,Demo/Disposal,x,Tipping fees,1,item,,"$7,500.00 ","$7,500.00 ",25.00%,"$9,375.00 ","$1,875.00 "
8/8/2024,68 LUCK ST ELTHAM,base,site_preparation,,Sub-contract,s,Tree Removal ,0,item,,"$5,000.00 ",$0.00 ,25.00%,$0.00 ,$0.00 
8/8/2024,68 LUCK ST ELTHAM,base,foundation,retaining_wall,Foundation Materials,r,Retaining Wall H Channel Beam,0,item,Sleepers Direct,$105.30 ,$0.00 ,25.00%,$0.00 ,$0.00 
8/8/2024,68 LUCK ST ELTHAM,base,foundation,retaining_wall,Foundation Materials,r,Retaining Wall Sleeprs,0,item,Sleepers Direct,$44.50 ,$0.00 ,25.00%,$0.00 ,$0.00 
8/8/2024,68 LUCK ST ELTHAM,base,foundation,retaining_wall,Labour,l,Labour,0,Days,Ryan Developments,"$1,200.00 ",$0.00 ,25.00%,$0.00 ,$0.00 
